Time (Date hh:mm:ss.ms),LEQ dB-A ,Lmax dB-A ,L10 dB-A ,L90 dB-A ,
2025/05/30 17:25:00.000,57.913729 ,69.230365 ,62.647865 ,47.947865 ,
2025/05/30 17:30:00.000,58.707725 ,70.830365 ,63.095365 ,49.767365 ,
2025/05/30 17:35:00.000,63.232538 ,77.730365 ,66.323365 ,51.329365 ,
2025/05/30 17:40:00.000,60.110325 ,71.530365 ,64.562865 ,49.772865 ,
2025/05/30 17:45:00.000,65.749435 ,77.630365 ,71.234365 ,51.266365 ,
2025/05/30 17:50:00.000,63.376409 ,75.330365 ,67.712865 ,50.815865 ,
2025/05/30 17:55:00.000,59.811234 ,71.530365 ,64.271865 ,48.754865 ,
2025/05/30 18:00:00.000,63.324156 ,76.130365 ,65.941865 ,50.730865 ,
2025/05/30 18:05:00.000,62.519559 ,77.730365 ,66.434365 ,50.626365 ,
2025/05/30 18:10:00.000,60.952905 ,76.830365 ,64.490865 ,50.806865 ,
2025/05/30 18:15:00.000,62.571486 ,79.830365 ,66.069865 ,52.167865 ,
2025/05/30 18:20:00.000,62.345380 ,78.830365 ,66.252365 ,51.312365 ,
2025/05/30 18:25:00.000,63.003109 ,81.830365 ,66.977865 ,51.107865 ,
2025/05/30 18:30:00.000,60.792594 ,77.330365 ,64.712365 ,50.132365 ,
2025/05/30 18:35:00.000,64.548250 ,79.630365 ,68.939365 ,50.601365 ,
2025/05/30 18:40:00.000,65.029278 ,78.530365 ,69.181865 ,50.884865 ,
2025/05/30 18:45:00.000,62.474453 ,79.030365 ,66.230365 ,51.510365 ,
2025/05/30 18:50:00.000,62.600001 ,76.130365 ,65.880365 ,50.880365 ,
2025/05/30 18:55:00.000,62.848753 ,79.530365 ,66.647865 ,51.842865 ,
2025/05/30 19:00:00.000,65.392008 ,81.430365 ,69.607865 ,51.357865 ,
2025/05/30 19:05:00.000,62.200480 ,79.130365 ,65.795865 ,49.674865 ,
2025/05/30 19:10:00.000,62.113359 ,84.430365 ,65.431365 ,48.145365 ,
2025/05/30 19:15:00.000,62.047322 ,80.930365 ,65.996365 ,50.708365 ,
2025/05/30 19:20:00.000,63.842996 ,81.630365 ,67.817365 ,50.517365 ,
2025/05/30 19:25:00.000,62.807919 ,76.830365 ,67.145865 ,51.192865 ,
2025/05/30 19:30:00.000,63.061002 ,76.030365 ,66.539365 ,51.805365 ,
2025/05/30 19:35:00.000,64.261259 ,74.630365 ,69.132865 ,51.642865 ,
2025/05/30 19:40:00.000,59.195981 ,68.330365 ,63.878865 ,50.176865 ,
2025/05/30 19:45:00.000,63.568259 ,79.730365 ,66.950365 ,50.950365 ,
2025/05/30 19:50:00.000,61.106980 ,71.630365 ,65.709365 ,49.455365 ,
2025/05/30 19:55:00.000,63.901838 ,75.230365 ,69.262365 ,50.542365 ,
2025/05/30 20:00:00.000,62.432092 ,79.330365 ,66.817365 ,50.931365 ,
2025/05/30 20:05:00.000,64.305748 ,75.330365 ,69.682865 ,46.477865 ,
2025/05/30 20:10:00.000,61.664720 ,74.330365 ,65.768865 ,49.136865 ,
2025/05/30 20:15:00.000,57.969502 ,69.030365 ,62.731865 ,49.146865 ,
2025/05/30 20:20:00.000,60.172049 ,70.930365 ,64.554865 ,49.869865 ,
2025/05/30 20:25:00.000,61.548135 ,71.630365 ,66.723365 ,49.197365 ,
2025/05/30 20:30:00.000,61.260648 ,75.730365 ,65.511365 ,47.927365 ,
2025/05/30 20:35:00.000,61.266549 ,71.830365 ,66.114365 ,49.986365 ,
2025/05/30 20:40:00.000,60.392589 ,70.230365 ,65.320865 ,48.744865 ,
2025/05/30 20:45:00.000,60.136544 ,69.930365 ,64.895365 ,49.889365 ,
2025/05/30 20:50:00.000,61.374698 ,72.330365 ,65.962365 ,48.970365 ,
2025/05/30 20:55:00.000,59.418794 ,76.530365 ,64.416365 ,47.816365 ,
2025/05/30 21:00:00.000,59.474161 ,73.730365 ,64.354365 ,47.026365 ,
2025/05/30 21:05:00.000,57.185989 ,75.830365 ,59.662865 ,46.248865 ,
2025/05/30 21:10:00.000,56.440947 ,67.830365 ,62.029865 ,45.463865 ,
2025/05/30 21:15:00.000,57.904551 ,72.430365 ,62.122365 ,45.250365 ,
2025/05/30 21:20:00.000,58.546215 ,75.430365 ,63.363365 ,45.921365 ,
2025/05/30 21:25:00.000,59.514050 ,71.930365 ,64.251365 ,48.557365 ,
2025/05/30 21:30:00.000,59.093435 ,70.230365 ,63.920865 ,46.746865 ,
2025/05/30 21:35:00.000,59.818247 ,70.830365 ,64.674865 ,47.709865 ,
2025/05/30 21:40:00.000,55.803395 ,66.530365 ,61.266865 ,45.601865 ,
2025/05/30 21:45:00.000,54.988091 ,66.430365 ,60.729865 ,45.042865 ,
2025/05/30 21:50:00.000,58.154770 ,68.230365 ,63.433365 ,46.819365 ,
2025/05/30 21:55:00.000,58.528952 ,68.630365 ,63.008865 ,47.406865 ,
2025/05/30 22:00:00.000,59.760737 ,76.330365 ,64.467865 ,47.879865 ,
2025/05/30 22:05:00.000,59.374630 ,70.030365 ,64.309365 ,47.797365 ,
2025/05/30 22:10:00.000,60.327475 ,73.330365 ,64.495365 ,47.385365 ,
2025/05/30 22:15:00.000,62.319504 ,76.530365 ,66.569865 ,48.566865 ,
2025/05/30 22:20:00.000,58.541619 ,67.130365 ,63.356865 ,46.724865 ,
2025/05/30 22:25:00.000,57.241210 ,71.530365 ,62.172865 ,44.712865 ,
2025/05/30 22:30:00.000,57.505255 ,70.730365 ,62.650365 ,45.010365 ,
2025/05/30 22:35:00.000,57.774030 ,72.030365 ,62.570865 ,44.416865 ,
2025/05/30 22:40:00.000,56.610984 ,71.130365 ,58.236865 ,42.885865 ,
2025/05/30 22:45:00.000,46.474830 ,52.730365 ,48.200365 ,43.676365 ,
2025/05/30 22:50:00.000,55.876297 ,69.730365 ,59.443365 ,40.123365 ,
2025/05/30 22:55:00.000,53.952703 ,66.230365 ,57.820865 ,42.914865 ,
2025/05/30 23:00:00.000,46.217321 ,58.630365 ,48.351365 ,42.477365 ,
2025/05/30 23:05:00.000,44.864347 ,51.430365 ,46.827865 ,40.782865 ,
2025/05/30 23:10:00.000,50.907712 ,68.330365 ,51.912865 ,43.242865 ,
2025/05/30 23:15:00.000,45.049657 ,49.830365 ,47.191365 ,41.899365 ,
2025/05/30 23:20:00.000,50.007905 ,67.330365 ,50.908865 ,43.096865 ,
2025/05/30 23:25:00.000,48.567496 ,67.130365 ,48.497865 ,42.843865 ,
2025/05/30 23:30:00.000,45.318140 ,50.730365 ,47.288365 ,42.320365 ,
2025/05/30 23:35:00.000,46.348146 ,59.730365 ,47.870865 ,41.840865 ,
2025/05/30 23:40:00.000,49.709516 ,66.630365 ,49.007365 ,42.889365 ,
2025/05/30 23:45:00.000,46.495281 ,59.930365 ,48.317365 ,41.853365 ,
2025/05/30 23:50:00.000,47.839211 ,61.130365 ,48.559365 ,42.019365 ,
2025/05/30 23:55:00.000,56.565582 ,80.730365 ,49.373365 ,41.921365 ,
2025/05/31 00:00:00.000,47.300507 ,58.330365 ,49.840365 ,42.280365 ,
2025/05/31 00:05:00.000,47.278974 ,60.030365 ,48.940365 ,41.680365 ,
2025/05/31 00:10:00.000,46.497270 ,57.330365 ,48.773865 ,41.293865 ,
2025/05/31 00:15:00.000,49.232038 ,66.530365 ,47.828365 ,40.160365 ,
2025/05/31 00:20:00.000,47.786699 ,62.830365 ,49.007365 ,40.915365 ,
2025/05/31 00:25:00.000,48.487195 ,67.230365 ,48.051365 ,40.501365 ,
2025/05/31 00:30:00.000,45.502302 ,53.530365 ,48.355365 ,41.201365 ,
2025/05/31 00:35:00.000,43.958024 ,52.130365 ,46.127365 ,40.731365 ,
2025/05/31 00:40:00.000,49.675507 ,65.130365 ,50.218865 ,40.733865 ,
2025/05/31 00:45:00.000,44.346509 ,54.730365 ,46.790865 ,40.704865 ,
2025/05/31 00:50:00.000,42.806054 ,49.930365 ,45.783865 ,37.588865 ,
2025/05/31 00:55:00.000,46.386243 ,64.230365 ,47.144365 ,39.908365 ,
2025/05/31 01:00:00.000,47.460060 ,64.430365 ,48.291865 ,38.737865 ,
2025/05/31 01:05:00.000,43.491792 ,51.430365 ,46.392865 ,39.107865 ,
2025/05/31 01:10:00.000,46.672998 ,61.930365 ,48.117865 ,38.312865 ,
2025/05/31 01:15:00.000,44.154604 ,62.330365 ,45.800365 ,39.040365 ,
2025/05/31 01:20:00.000,45.910125 ,61.630365 ,46.580365 ,39.504365 ,
2025/05/31 01:25:00.000,44.879115 ,57.430365 ,47.412865 ,38.040865 ,
2025/05/31 01:30:00.000,44.826694 ,57.430365 ,48.705365 ,38.205365 ,
2025/05/31 01:35:00.000,42.340960 ,50.930365 ,45.336365 ,38.472365 ,
2025/05/31 01:40:00.000,52.516121 ,76.430365 ,46.195365 ,39.103365 ,
2025/05/31 01:45:00.000,49.485528 ,71.830365 ,46.732365 ,38.900365 ,
2025/05/31 01:50:00.000,46.780145 ,65.530365 ,45.965365 ,39.005365 ,
2025/05/31 01:55:00.000,42.827262 ,55.630365 ,45.049365 ,39.097365 ,
2025/05/31 02:00:00.000,43.619696 ,56.630365 ,46.376865 ,38.510865 ,
2025/05/31 02:05:00.000,41.954903 ,49.630365 ,44.656865 ,37.845865 ,
2025/05/31 02:10:00.000,41.982047 ,50.730365 ,44.993365 ,37.293365 ,
2025/05/31 02:15:00.000,40.269392 ,48.930365 ,42.498365 ,37.330365 ,
2025/05/31 02:20:00.000,43.495363 ,52.730365 ,45.356365 ,40.324365 ,
2025/05/31 02:25:00.000,41.092175 ,47.530365 ,43.922865 ,37.367865 ,
2025/05/31 02:30:00.000,40.967303 ,46.430365 ,43.085365 ,37.997365 ,
2025/05/31 02:35:00.000,44.741906 ,60.530365 ,46.707365 ,38.139365 ,
2025/05/31 02:40:00.000,52.713935 ,70.230365 ,51.310365 ,39.550365 ,
2025/05/31 02:45:00.000,46.579347 ,66.830365 ,46.359865 ,37.651865 ,
2025/05/31 02:50:00.000,42.505413 ,50.230365 ,45.316365 ,39.112365 ,
2025/05/31 02:55:00.000,41.562441 ,50.530365 ,44.567865 ,34.868865 ,
2025/05/31 03:00:00.000,40.424856 ,47.330365 ,43.236365 ,35.712365 ,
2025/05/31 03:05:00.000,41.306783 ,49.730365 ,43.901365 ,37.587365 ,
2025/05/31 03:10:00.000,46.760716 ,68.830365 ,45.834865 ,38.631865 ,
2025/05/31 03:15:00.000,44.295523 ,62.930365 ,43.307865 ,35.612865 ,
2025/05/31 03:20:00.000,43.174213 ,54.430365 ,46.200365 ,38.492365 ,
2025/05/31 03:25:00.000,40.706249 ,47.430365 ,42.914365 ,37.026365 ,
2025/05/31 03:30:00.000,41.964063 ,54.230365 ,45.121365 ,36.585365 ,
2025/05/31 03:35:00.000,40.261596 ,48.430365 ,43.105365 ,35.721365 ,
2025/05/31 03:40:00.000,41.033943 ,50.430365 ,43.600865 ,37.163865 ,
2025/05/31 03:45:00.000,40.321205 ,48.830365 ,42.782865 ,36.461865 ,
2025/05/31 03:50:00.000,41.334569 ,48.630365 ,43.765365 ,38.175365 ,
2025/05/31 03:55:00.000,41.424558 ,55.130365 ,44.257865 ,36.733865 ,
2025/05/31 04:00:00.000,41.247621 ,49.630365 ,43.689365 ,36.737365 ,
2025/05/31 04:05:00.000,51.152279 ,69.830365 ,53.100865 ,38.381865 ,
2025/05/31 04:10:00.000,46.473829 ,60.130365 ,49.771865 ,37.627865 ,
2025/05/31 04:15:00.000,46.863637 ,60.530365 ,49.285365 ,38.805365 ,
2025/05/31 04:20:00.000,49.710150 ,69.030365 ,48.301365 ,40.033365 ,
2025/05/31 04:25:00.000,56.564394 ,68.830365 ,60.951865 ,39.436865 ,
2025/05/31 04:30:00.000,47.674175 ,62.130365 ,47.896865 ,39.349865 ,
2025/05/31 04:35:00.000,46.880955 ,67.430365 ,47.880365 ,39.348365 ,
2025/05/31 04:40:00.000,48.669526 ,63.130365 ,50.981365 ,38.573365 ,
2025/05/31 04:45:00.000,47.012671 ,62.530365 ,49.371365 ,38.937365 ,
2025/05/31 04:50:00.000,57.180927 ,72.230365 ,54.314365 ,38.490365 ,
2025/05/31 04:55:00.000,58.466539 ,70.530365 ,62.992365 ,41.284365 ,
2025/05/31 05:00:00.000,58.655147 ,73.930365 ,64.095365 ,41.793365 ,
2025/05/31 05:05:00.000,55.258023 ,67.930365 ,60.177865 ,39.962865 ,
2025/05/31 05:10:00.000,45.522537 ,59.230365 ,48.744365 ,39.168365 ,
2025/05/31 05:15:00.000,59.999674 ,71.830365 ,65.713865 ,41.881865 ,
2025/05/31 05:20:00.000,63.750707 ,75.830365 ,69.650365 ,40.698365 ,
2025/05/31 05:25:00.000,45.399464 ,55.830365 ,47.565365 ,40.605365 ,
2025/05/31 05:30:00.000,48.284637 ,65.130365 ,49.701365 ,40.933365 ,
2025/05/31 05:35:00.000,46.083012 ,61.530365 ,48.555365 ,38.805365 ,
2025/05/31 05:40:00.000,56.274496 ,69.730365 ,60.781865 ,40.237865 ,
2025/05/31 05:45:00.000,47.260647 ,62.030365 ,50.209865 ,39.667865 ,
2025/05/31 05:50:00.000,60.570006 ,74.230365 ,60.662865 ,41.492865 ,
2025/05/31 05:55:00.000,62.715022 ,80.930365 ,65.480365 ,41.512365 ,
2025/05/31 06:00:00.000,63.960818 ,73.530365 ,68.842365 ,52.970365 ,
2025/05/31 06:05:00.000,60.476678 ,68.530365 ,65.193365 ,50.207365 ,
2025/05/31 06:10:00.000,59.618876 ,68.430365 ,64.222865 ,49.117865 ,
2025/05/31 06:15:00.000,62.690808 ,74.930365 ,68.152865 ,48.055865 ,
2025/05/31 06:20:00.000,63.928283 ,74.130365 ,68.933865 ,51.461865 ,
2025/05/31 06:25:00.000,60.890140 ,70.930365 ,64.802365 ,50.210365 ,
2025/05/31 06:30:00.000,58.823718 ,72.030365 ,63.182865 ,50.821865 ,
2025/05/31 06:35:00.000,59.980177 ,73.430365 ,62.834365 ,47.330365 ,
2025/05/31 06:40:00.000,56.716949 ,66.830365 ,61.002865 ,48.077865 ,
2025/05/31 06:45:00.000,55.638724 ,66.130365 ,59.490365 ,47.658365 ,
2025/05/31 06:50:00.000,57.720349 ,68.030365 ,62.661365 ,46.659365 ,
2025/05/31 06:55:00.000,56.864545 ,67.730365 ,61.428865 ,48.271865 ,
2025/05/31 07:00:00.000,55.799116 ,67.330365 ,60.293365 ,46.487365 ,
2025/05/31 07:05:00.000,56.751490 ,66.830365 ,61.031865 ,48.213865 ,
2025/05/31 07:10:00.000,56.270619 ,68.730365 ,60.506365 ,45.002365 ,
2025/05/31 07:15:00.000,58.628944 ,68.730365 ,63.059865 ,47.407865 ,
2025/05/31 07:20:00.000,53.816445 ,67.530365 ,57.330365 ,43.890365 ,
2025/05/31 07:25:00.000,55.069322 ,71.530365 ,58.702365 ,46.846365 ,
2025/05/31 07:30:00.000,58.306506 ,75.630365 ,60.566865 ,46.846865 ,
2025/05/31 07:35:00.000,59.094396 ,70.430365 ,63.137365 ,48.151365 ,
2025/05/31 07:40:00.000,54.588579 ,70.830365 ,57.635365 ,46.637365 ,
2025/05/31 07:45:00.000,54.818497 ,67.330365 ,58.460865 ,45.824865 ,
2025/05/31 07:50:00.000,54.047814 ,64.830365 ,57.850365 ,45.850365 ,
2025/05/31 07:55:00.000,54.620688 ,67.030365 ,58.077365 ,45.473365 ,
2025/05/31 08:00:00.000,55.625749 ,69.630365 ,60.014865 ,46.243865 ,
2025/05/31 08:05:00.000,53.798326 ,66.030365 ,57.380365 ,46.436365 ,
2025/05/31 08:10:00.000,54.423453 ,69.030365 ,57.202865 ,45.232865 ,
2025/05/31 08:15:00.000,53.590118 ,64.830365 ,57.184865 ,46.797865 ,
2025/05/31 08:20:00.000,55.889188 ,70.930365 ,59.119865 ,46.491865 ,
2025/05/31 08:25:00.000,54.893919 ,68.730365 ,57.795865 ,48.009865 ,
2025/05/31 08:30:00.000,55.209966 ,67.230365 ,59.935365 ,43.115365 ,
2025/05/31 08:35:00.000,54.875883 ,66.930365 ,58.926365 ,46.630365 ,
2025/05/31 08:40:00.000,57.546700 ,69.730365 ,62.275365 ,47.047365 ,
2025/05/31 08:45:00.000,53.389159 ,70.130365 ,56.662865 ,46.015865 ,
2025/05/31 08:50:00.000,53.520493 ,65.430365 ,56.558365 ,46.926365 ,
2025/05/31 08:55:00.000,54.877656 ,67.330365 ,58.742865 ,46.737865 ,
2025/05/31 09:00:00.000,55.963835 ,68.730365 ,59.600365 ,47.640365 ,
2025/05/31 09:05:00.000,53.196850 ,65.430365 ,56.539365 ,46.133365 ,
2025/05/31 09:10:00.000,57.065550 ,80.730365 ,58.780365 ,47.000365 ,
2025/05/31 09:15:00.000,55.526007 ,70.230365 ,58.959865 ,47.930865 ,
2025/05/31 09:20:00.000,55.641691 ,70.530365 ,58.912365 ,47.552365 ,
2025/05/31 09:25:00.000,55.202063 ,67.430365 ,59.022365 ,46.086365 ,
2025/05/31 09:30:00.000,54.551955 ,65.030365 ,58.125865 ,47.683865 ,
2025/05/31 09:35:00.000,56.970853 ,69.530365 ,61.195365 ,45.349365 ,
2025/05/31 09:40:00.000,59.416119 ,69.930365 ,61.967865 ,49.962865 ,
2025/05/31 09:45:00.000,58.787779 ,72.930365 ,61.379865 ,49.814865 ,
2025/05/31 09:50:00.000,55.267324 ,68.430365 ,58.490365 ,49.530365 ,
2025/05/31 09:55:00.000,56.936826 ,70.030365 ,60.428865 ,48.619865 ,
2025/05/31 10:00:00.000,56.160196 ,70.030365 ,59.589365 ,49.175365 ,
2025/05/31 10:05:00.000,53.079405 ,65.230365 ,56.845865 ,46.090865 ,
2025/05/31 10:10:00.000,54.722709 ,67.230365 ,58.095865 ,45.698865 ,
2025/05/31 10:15:00.000,54.498608 ,65.830365 ,57.855865 ,48.057865 ,
2025/05/31 10:20:00.000,52.344534 ,68.130365 ,53.810365 ,46.130365 ,
2025/05/31 10:25:00.000,57.617958 ,68.430365 ,62.125865 ,47.362865 ,
2025/05/31 10:30:00.000,56.310896 ,70.430365 ,60.738865 ,46.917865 ,
2025/05/31 10:35:00.000,55.698681 ,68.930365 ,59.311865 ,47.600865 ,
2025/05/31 10:40:00.000,54.781604 ,68.330365 ,57.832865 ,49.510865 ,
2025/05/31 10:45:00.000,54.977385 ,70.430365 ,58.508365 ,46.296365 ,
2025/05/31 10:50:00.000,57.367776 ,78.230365 ,60.447865 ,46.602865 ,
2025/05/31 10:55:00.000,54.604178 ,72.830365 ,57.577365 ,45.643365 ,
2025/05/31 11:00:00.000,55.445114 ,74.730365 ,58.600365 ,45.652365 ,
2025/05/31 11:05:00.000,55.911446 ,72.730365 ,59.083365 ,46.231365 ,
2025/05/31 11:10:00.000,60.657429 ,73.430365 ,65.325865 ,49.185865 ,
2025/05/31 11:15:00.000,53.958988 ,68.930365 ,57.424865 ,44.866865 ,
2025/05/31 11:20:00.000,52.669955 ,66.930365 ,55.315865 ,45.919865 ,
2025/05/31 11:25:00.000,57.423282 ,70.130365 ,61.555365 ,48.055365 ,
2025/05/31 11:30:00.000,55.114026 ,65.630365 ,59.027865 ,46.572865 ,
2025/05/31 11:35:00.000,56.194305 ,68.530365 ,60.051865 ,48.483865 ,
2025/05/31 11:40:00.000,54.664200 ,67.230365 ,58.524365 ,47.124365 ,
2025/05/31 11:45:00.000,54.922854 ,66.330365 ,58.492865 ,47.917865 ,
2025/05/31 11:50:00.000,53.942808 ,66.830365 ,57.291365 ,46.343365 ,
2025/05/31 11:55:00.000,57.663962 ,76.230365 ,60.446865 ,47.459865 ,
2025/05/31 12:00:00.000,59.106789 ,71.530365 ,64.478865 ,47.459865 ,
2025/05/31 12:05:00.000,56.512857 ,69.430365 ,60.405365 ,48.091365 ,
2025/05/31 12:10:00.000,56.903493 ,69.530365 ,61.117365 ,46.661365 ,
2025/05/31 12:15:00.000,56.276024 ,67.730365 ,59.991365 ,48.057365 ,
2025/05/31 12:20:00.000,54.183964 ,71.130365 ,57.870365 ,46.110365 ,
2025/05/31 12:25:00.000,56.872980 ,70.130365 ,60.658365 ,46.666365 ,
2025/05/31 12:30:00.000,55.357892 ,72.330365 ,58.232865 ,46.493865 ,
2025/05/31 12:35:00.000,56.651342 ,69.630365 ,60.384365 ,47.520365 ,
2025/05/31 12:40:00.000,55.968375 ,70.730365 ,59.112865 ,47.730865 ,
2025/05/31 12:45:00.000,57.053375 ,70.430365 ,60.842865 ,47.823865 ,
2025/05/31 12:50:00.000,56.029801 ,72.030365 ,58.740365 ,47.948365 ,
2025/05/31 12:55:00.000,57.767437 ,73.630365 ,61.392865 ,48.412865 ,
2025/05/31 13:00:00.000,54.360343 ,68.330365 ,56.977865 ,47.656865 ,
2025/05/31 13:05:00.000,58.227606 ,73.830365 ,62.019865 ,47.966865 ,
2025/05/31 13:10:00.000,57.542299 ,70.530365 ,61.932865 ,47.907865 ,
2025/05/31 13:15:00.000,59.074405 ,73.630365 ,62.268865 ,48.967865 ,
2025/05/31 13:20:00.000,53.932714 ,67.730365 ,57.340865 ,45.944865 ,
2025/05/31 13:25:00.000,55.977530 ,71.230365 ,58.931365 ,47.491365 ,
2025/05/31 13:30:00.000,53.489408 ,67.330365 ,57.335865 ,44.692865 ,
2025/05/31 13:35:00.000,54.807910 ,69.230365 ,58.092865 ,45.992865 ,
2025/05/31 13:40:00.000,55.536350 ,70.830365 ,58.893865 ,47.148865 ,
2025/05/31 13:45:00.000,58.974430 ,77.030365 ,62.125365 ,48.769365 ,
2025/05/31 13:50:00.000,57.035585 ,72.230365 ,59.945865 ,47.604865 ,
2025/05/31 13:55:00.000,58.606917 ,72.630365 ,62.464365 ,48.548365 ,
2025/05/31 14:00:00.000,57.202955 ,70.630365 ,61.096865 ,47.246865 ,
2025/05/31 14:05:00.000,54.550308 ,66.230365 ,58.391865 ,47.207865 ,
2025/05/31 14:10:00.000,55.750265 ,68.130365 ,59.753365 ,46.915365 ,
2025/05/31 14:15:00.000,59.779890 ,79.530365 ,62.105865 ,48.145865 ,
2025/05/31 14:20:00.000,57.068576 ,69.230365 ,60.832865 ,48.092865 ,
2025/05/31 14:25:00.000,57.017943 ,71.130365 ,60.305365 ,47.621365 ,
2025/05/31 14:30:00.000,58.903729 ,74.930365 ,61.697865 ,49.930865 ,
2025/05/31 14:35:00.000,55.333690 ,71.730365 ,58.361865 ,45.774865 ,
2025/05/31 14:40:00.000,56.017026 ,76.030365 ,59.456865 ,46.937865 ,
2025/05/31 14:45:00.000,55.658331 ,68.130365 ,59.508365 ,47.944365 ,
2025/05/31 14:50:00.000,55.086601 ,65.530365 ,58.827365 ,47.491365 ,
2025/05/31 14:55:00.000,53.054565 ,67.730365 ,56.447865 ,46.647865 ,
2025/05/31 15:00:00.000,63.704193 ,75.330365 ,68.657365 ,49.073365 ,
2025/05/31 15:05:00.000,62.901109 ,74.030365 ,67.525365 ,48.453365 ,
2025/05/31 15:10:00.000,60.795146 ,74.430365 ,65.414365 ,49.430365 ,
2025/05/31 15:15:00.000,60.246839 ,78.430365 ,63.175365 ,47.071365 ,
2025/05/31 15:20:00.000,61.155963 ,73.530365 ,66.027365 ,46.749365 ,
2025/05/31 15:25:00.000,60.673864 ,73.030365 ,64.956365 ,50.216365 ,
2025/05/31 15:30:00.000,64.795416 ,76.830365 ,70.009865 ,50.803865 ,
2025/05/31 15:35:00.000,61.994239 ,75.030365 ,66.165365 ,49.245365 ,
2025/05/31 15:40:00.000,62.173057 ,75.130365 ,66.751365 ,50.071365 ,
2025/05/31 15:45:00.000,64.391041 ,76.230365 ,68.645365 ,50.665365 ,
2025/05/31 15:50:00.000,59.543158 ,72.330365 ,64.685365 ,48.755365 ,
2025/05/31 15:55:00.000,62.987559 ,74.430365 ,67.539365 ,49.361365 ,
2025/05/31 16:00:00.000,59.996201 ,77.730365 ,64.271365 ,48.885365 ,
2025/05/31 16:05:00.000,60.486118 ,73.130365 ,64.952865 ,49.847865 ,
2025/05/31 16:10:00.000,62.001037 ,78.030365 ,66.317865 ,50.046865 ,
2025/05/31 16:15:00.000,60.339279 ,71.230365 ,64.434865 ,49.706865 ,
2025/05/31 16:20:00.000,63.013213 ,74.530365 ,67.684365 ,48.280365 ,
2025/05/31 16:25:00.000,61.163998 ,72.930365 ,65.877865 ,48.533865 ,
2025/05/31 16:30:00.000,62.697214 ,76.830365 ,66.424865 ,48.879865 ,
2025/05/31 16:35:00.000,60.073184 ,80.830365 ,61.230865 ,49.432865 ,
2025/05/31 16:40:00.000,60.088998 ,72.230365 ,64.664365 ,48.656365 ,
2025/05/31 16:45:00.000,58.591393 ,73.930365 ,62.609365 ,48.791365 ,
2025/05/31 16:50:00.000,64.118618 ,76.330365 ,68.857865 ,52.675865 ,
2025/05/31 16:55:00.000,61.868495 ,77.130365 ,65.406365 ,49.182365 ,
2025/05/31 17:00:00.000,59.783853 ,72.230365 ,63.719865 ,49.517865 ,
2025/05/31 17:05:00.000,61.130543 ,72.430365 ,65.852865 ,48.626865 ,
2025/05/31 17:10:00.000,62.109744 ,74.730365 ,65.632865 ,49.218865 ,
2025/05/31 17:15:00.000,59.245081 ,73.130365 ,63.747365 ,47.357365 ,
2025/05/31 17:20:00.000,60.747954 ,75.630365 ,65.362865 ,48.252865 ,
2025/05/31 17:25:00.000,58.537572 ,69.830365 ,63.617865 ,48.062865 ,
2025/05/31 17:30:00.000,61.464162 ,76.630365 ,65.294865 ,47.963865 ,
2025/05/31 17:35:00.000,60.999923 ,73.430365 ,65.651865 ,49.096865 ,
2025/05/31 17:40:00.000,62.489752 ,75.230365 ,66.444865 ,48.406865 ,
2025/05/31 17:45:00.000,64.498534 ,77.030365 ,69.582365 ,50.430365 ,
2025/05/31 17:50:00.000,59.963429 ,72.330365 ,64.372865 ,48.843865 ,
2025/05/31 17:55:00.000,60.969852 ,73.330365 ,65.407865 ,48.364865 ,
2025/05/31 18:00:00.000,55.607563 ,70.130365 ,58.309365 ,45.995365 ,
2025/05/31 18:05:00.000,60.409347 ,72.430365 ,65.688365 ,49.500365 ,
2025/05/31 18:10:00.000,62.391179 ,74.530365 ,66.920365 ,48.744365 ,
2025/05/31 18:15:00.000,60.166976 ,72.130365 ,64.669865 ,49.270865 ,
2025/05/31 18:20:00.000,60.004083 ,71.230365 ,65.037865 ,49.357865 ,
2025/05/31 18:25:00.000,60.443583 ,71.830365 ,64.701865 ,51.795865 ,
2025/05/31 18:30:00.000,63.402319 ,77.530365 ,66.211365 ,50.041365 ,
2025/05/31 18:35:00.000,61.680593 ,77.730365 ,66.189365 ,49.767365 ,
2025/05/31 18:40:00.000,60.212860 ,77.830365 ,64.158365 ,50.118365 ,
2025/05/31 18:45:00.000,64.623599 ,83.030365 ,69.207365 ,51.639365 ,
2025/05/31 18:50:00.000,66.206465 ,78.530365 ,70.109865 ,52.468865 ,
2025/05/31 18:55:00.000,60.183981 ,79.230365 ,63.764365 ,50.152365 ,
2025/05/31 19:00:00.000,62.521533 ,76.030365 ,66.840365 ,50.196365 ,
2025/05/31 19:05:00.000,62.308461 ,73.530365 ,66.970865 ,50.023865 ,
2025/05/31 19:10:00.000,58.216406 ,71.030365 ,63.177865 ,48.642865 ,
2025/05/31 19:15:00.000,55.564589 ,67.530365 ,58.138865 ,49.618865 ,
2025/05/31 19:20:00.000,64.837482 ,77.430365 ,69.797865 ,50.102865 ,
2025/05/31 19:25:00.000,62.848606 ,76.530365 ,67.293865 ,50.299865 ,
2025/05/31 19:30:00.000,63.716644 ,74.730365 ,69.003865 ,50.575865 ,
2025/05/31 19:35:00.000,60.235918 ,72.330365 ,64.287865 ,49.752865 ,
2025/05/31 19:40:00.000,60.371362 ,75.430365 ,64.533365 ,50.011365 ,
